Date,price,addressline1,addressline2,po,bedrooms,totalbedrooms,bathrooms,propertyType,BuildingType,storeys,communityName,title,landSize,Builtin,parkingType,publishTime,PriceHistory,totalFinishedArea,appliancesIncluded,foundationType,style,architectureStyle,basementType
Mar-22,349900,23 GLENWOOD Avenue,"Dartmouth, Nova Scotia B2Y3G8",B2Y3G8,3,3,2,Single Family,House,2,Dartmouth,Freehold,under 1/2 acre,,"Garage, Detached Garage",18 hours,,1572,"Range - Electric, Dryer, Washer, Refrigerator",Poured Concrete,Detached,3 Level,Full (Partially finished)
Mar-22,499000,78 Stonehurst Road,"Blue Rocks, Nova Scotia B0J2C0",B0J2C0,2,2,1,Single Family,House,1,Blue Rocks,Freehold,3 - 10 acres,1989,Gravel,19 hours,,980,"Range - Electric, Washer, Refrigerator, Gas stove(s)",,Detached,,None
Mar-22,599000,18 Hospital Hill Road,"Garden Lots, Nova Scotia B0J2C0",B0J2C0,3,3,2,Single Family,House,2,Garden Lots,Freehold,under 1/2 acre,1880,,18 hours,,1667,,Stone,Detached,,Full (Partially finished)
Mar-22,999000,85 Anchor Drive,"Halifax, Nova Scotia B3N3B9",B3N3B9,3,3,3,Single Family,Row / Townhouse,2,Halifax,Condominium/Strata,,1999,Parking Space(s),20 hours,"Sep 29, 2015 Sold $600,000",2065,"Stove, Dishwasher, Dryer, Washer, Refrigerator, Central Vacuum",Poured Concrete,,2 Level,None
Mar-22,699900,2913 Ostrea Lake Road,"Pleasant Point, Nova Scotia B0J2L0",B0J2L0,3,3,2,Single Family,House,2,Pleasant Point,Freehold,1 - 3 acres,2007,"Garage, Detached Garage, Gravel",20 hours,"Apr 10, 2017 Sold $237,000",1604,"Range - Electric, Dishwasher, Refrigerator, Hot Tub",Concrete Slab,Detached,2 Level,None
Mar-22,437000,28 Club Lane,"Wilmot, Nova Scotia B0P1W0",B0P1W0,3,3,2,Single Family,House,2,Wilmot,Freehold,10 - 49 acres,1989,"Garage, Detached Garage, Gravel",19 hours,,2208,"Stove, Refrigerator","Poured Concrete, Concrete Slab",Detached,Character,"Crawl space, None"
Mar-22,129900,561 Gould Road,"Burlington, Nova Scotia B0P1E0",B0P1E0,1,1,1,Single Family,House,1,Burlington,Freehold,1 - 3 acres,,,20 hours,"Jul 15, 2014 Sold $55,000",632,"Range - Electric, Dishwasher, Dryer - Electric, Washer, Refrigerator",Concrete Block,Detached,,Crawl space
Mar-22,324900,249 & 291 J Ramsey Road,"Wittenburg, Nova Scotia B0N2J0",B0N2J0,1,1,1,Single Family,House,1,Wittenburg,Freehold,10 - 49 acres,,"Garage, Detached Garage, Gravel",20 hours,,720,"Stove, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Unfinished)
Mar-22,229000,88 Almont Avenue,"New Glasgow, Nova Scotia B2H3G6",B2H3G6,3,3,2,Single Family,House,2,New Glasgow,Freehold,under 1/2 acre,,Gravel,19 hours,"Dec 14, 2021 Sold $85,000",1352,Dishwasher,Poured Concrete,Detached,,Full (Unfinished)
Mar-22,350000,62 Main Street,"Hantsport, Nova Scotia B0P1P0",B0P1P0,6,6,2,Single Family,House,2,Hantsport,Freehold,under 1/2 acre,,"Garage, Detached Garage",20 hours,,2156,"Stove, Dryer, Washer, Refrigerator","Poured Concrete, Stone",Detached,,Full (Unfinished)
Mar-22,485000,14 Marilyn Court,"Kingston, Nova Scotia B0P1R0",B0P1R0,4,4,2,Single Family,House,1,Kingston,Freehold,under 1/2 acre,2018,"Garage, Attached Garage",21 hours,,1950,"Oven - Propane, Range, Dryer, Washer, Refrigerator, Water softener",Concrete Slab,Detached,Character,None
Mar-22,729900,233 Ritcey Crescent,"Dartmouth, Nova Scotia B2W6J9",B2W6J9,6,6,4,Single Family,House,2,Dartmouth,Freehold,under 1/2 acre,2002,"Garage, Attached Garage",21 hours,,5400,,Concrete Slab,Detached,,None
Mar-22,279900,158 Middle Village Road,"West Dover, Nova Scotia B3Z3T3",B3Z3T3,3,3,1,Single Family,House,1,West Dover,Freehold,1/2 - 1 acre,1978,"Garage, Detached Garage, Gravel",21 hours,,1560,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator, Wine Fridge",Poured Concrete,Detached,Character,Crawl space
Mar-22,159900,60 Haven Drive,"Bridgewater, Nova Scotia B4V4C4",B4V4C4,2,2,1,Single Family,Mobile Home,1,Bridgewater,Leasehold,,1997,,20 hours,,976,"Range, Dryer, Washer, Refrigerator",,,Mini,None
Mar-22,469000,1 Brooklyn Shore Road,"Brooklyn, Nova Scotia B0J1H0",B0J1H0,4,4,3,Single Family,House,3,Brooklyn,Freehold,1/2 - 1 acre,1871,"Garage, Detached Garage, Gravel",20 hours,"Jun 4, 2021 Sold $175,000",2787,"Stove, Dishwasher, Washer/Dryer Combo",Stone,Detached,,Unknown
Mar-22,799900,190 Main Street,"Liverpool, Nova Scotia B0T1K0",B0T1K0,8,8,8,Single Family,House,3,Liverpool,Freehold,under 1/2 acre,1895,,22 hours,,4116,,"Poured Concrete, Stone",Detached,3 Level,Full (Unfinished)
Mar-22,499900,68 Bedford Hills Road,"Bedford, Nova Scotia B4A1J9",B4A1J9,2,4,2,Single Family,House,1,Bedford,Freehold,under 1/2 acre,1977,Gravel,21 hours,"Apr 28, 2009 Sold $280,012",1629,"Stove, Dishwasher, Dryer, Washer, Refrigerator, Hot Tub",Poured Concrete,Detached,,
Mar-22,355000,1161/1163 Sherman Belcher Road,"Centreville, Nova Scotia B0P1J0",B0P1J0,4,4,3,Single Family,House,1,Centreville,Freehold,under 1/2 acre,,Gravel,22 hours,"Sep 18, 2014 Sold $205,700",2092,"Stove, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Crawl space
Mar-22,250000,1117 Highway 202,"West Gore, Nova Scotia B0N1P0",B0N1P0,4,4,1,Single Family,House,1,West Gore,Freehold,1 - 3 acres,1980,"Garage, Detached Garage, Gravel",22 hours,,1230,,Concrete Block,Detached,,
Mar-22,699900,595 Dufferin Mines Road,"Port Dufferin, Nova Scotia B0J2R0",B0J2R0,2,4,3,Single Family,House,1,Port Dufferin,Freehold,100+ acres,2006,"Garage, Detached Garage, Gravel",23 hours,,2640,"Range - Electric, Dishwasher, Dryer - Electric, Washer, Refrigerator, Water purifier",Poured Concrete,Detached,,Full (Finished)
Mar-22,224900,2072 Highway 2,"Milford, Nova Scotia B0N1Y0",B0N1Y0,3,3,1,Single Family,House,2,Milford,Freehold,under 1/2 acre,,"Garage, Detached Garage, Gravel, Other",23 hours,,1450,"Range, Stove, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,
Mar-22,204900,290 Highway 224,"Gays River, Nova Scotia B0N2H0",B0N2H0,2,3,1,Single Family,House,1,Gays River,Freehold,1 - 3 acres,1986,"Garage, Attached Garage, Gravel",23 hours,,1676,"Cooktop - Propane, Oven - Propane, Dishwasher, Refrigerator, Water softener, Gas stove(s)","Concrete Block, Poured Concrete",Detached,Character,Full (Partially finished)
Mar-22,749900,10 Glenn Drive,"Wedgewood, Nova Scotia B3M2B9",B3M2B9,3,4,2,Single Family,House,2,Wedgewood,Freehold,under 1/2 acre,1984,,23 hours,,3600,None,Poured Concrete,Detached,Contemporary,Full (Finished)
Mar-22,929000,10 Cranfield Court,"West Bedford, Nova Scotia B4B0S8",B4B0S8,3,4,4,Single Family,House,2,West Bedford,Freehold,1/2 - 1 acre,2017,"Garage, Attached Garage",23 hours,"Sep 7, 2017 Sold $589,900",3208,,Poured Concrete,Detached,2 Level,
Mar-22,649900,161/163 Duffus Drive,"Bedford, Nova Scotia B4A3T6",B4A3T6,3,6,2,Single Family,Duplex,1,Bedford,Freehold,under 1/2 acre,1992,,23 hours,,2400,,Poured Concrete,Up and down,2 Level,Full (Finished)
Mar-22,1680000,818 Meaghers Grant Road,"Musquodoboit Harbour, Nova Scotia B0J2L0",B0J2L0,2,3,3,Single Family,House,2,Musquodoboit Harbour,Freehold,3 - 10 acres,2001,"Garage, Detached Garage, Gravel",23 hours,,5028,"Oven - Electric, Dishwasher, Dryer, Washer, Refrigerator, Central Vacuum",Poured Concrete,Detached,,
Mar-22,1398000,6931 Tupper Grove,"Halifax, Nova Scotia B3H2M7",B3H2M7,4,5,3,Single Family,House,2,Halifax,Freehold,under 1/2 acre,1936,"Garage, Attached Garage",23 hours,,3340,"Range - Gas, Dishwasher, Dryer, Washer, Refrigerator, Gas stove(s)",Poured Concrete,Detached,,Full (Finished)
Mar-22,599900,14 Sunnybrae Avenue,"Fairview, Nova Scotia B3N2G1",B3N2G1,3,4,4,Single Family,House,2,Fairview,Freehold,under 1/2 acre,1945,"Garage, Attached Garage",1 day,,3250,"Range, Dishwasher, Dryer, Washer, Refrigerator, Central Vacuum",Poured Concrete,Detached,2 Level,Full (Finished)
Mar-22,765000,37 Overdale Lane,"Dartmouth, Nova Scotia B3A3V2",B3A3V2,3,3,4,Single Family,House,2,Dartmouth,Freehold,under 1/2 acre,1970,Garage,1 day,,2925,"Range, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,Detached,,Full (Partially finished)
Mar-22,379900,92 Smokey Drive,"Lower Sackville, Nova Scotia B4C3B6",B4C3B6,2,3,2,Single Family,House,1,Lower Sackville,Freehold,under 1/2 acre,1976,"Garage, Detached Garage",1 day,,1553,,Poured Concrete,Detached,,Full (Finished)
Mar-22,499900,63 Fescue Court,"Middle Sackville, Nova Scotia B4E0L7",B4E0L7,3,3,4,Single Family,Row / Townhouse,2,Middle Sackville,Freehold,under 1/2 acre,2015,"Garage, Attached Garage",1 day,,1738,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,,,
Mar-22,489000,8099 Highway 7,"Musquodoboit Harbour, Nova Scotia B0J2L0",B0J2L0,2,3,2,Single Family,Duplex,2,Musquodoboit Harbour,Freehold,under 1/2 acre,1979,Gravel,1 day,"May 31, 2005 Sold $115,900",1730,"Stove, Dryer, Washer, Refrigerator",Poured Concrete,Up and down,,
Mar-22,599900,222 Lakeside Drive,"Springfield, Nova Scotia B0R1H0",B0R1H0,3,3,2,Single Family,House,1,Springfield,Freehold,1 - 3 acres,2010,"Garage, Detached Garage, Gravel",1 day,"Jun 8, 2009 Sold $51,000",2133,"None, Central Vacuum",Poured Concrete,Detached,Character,
Mar-22,189900,9739 Main Street,"Canning, Nova Scotia B0P1H0",B0P1H0,4,4,1,Single Family,House,2,Canning,Freehold,under 1/2 acre,,,1 day,"Jul 31, 2000 Sold $51,000",1792,"Stove, Dryer, Washer, Refrigerator",Stone,Detached,,Crawl space
Mar-22,399900,11 Dartmoor Crescent,"Bedford, Nova Scotia B4A2K4",B4A2K4,2,2,2,Single Family,House,1,Bedford,Freehold,1/2 - 1 acre,1952,,1 day,"Apr 5, 2016 Sold $100,000",851,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator","Concrete Block, Poured Concrete",Detached,Character,
Mar-22,324900,6032 NS-1 Highway,"Cambridge, Nova Scotia B0P1G0",B0P1G0,2,2,2,Single Family,House,1,Cambridge,Freehold,under 1/2 acre,2013,"Garage, Attached Garage, Gravel, Covered",1 day,,1049,"Stove, Dishwasher, Microwave Range Hood Combo, Refrigerator",Poured Concrete,Semi-detached,Character,None
Mar-22,499900,64 Wentworth Drive,"Halifax, Nova Scotia B3M4R3",B3M4R3,3,4,4,Single Family,House,2,Halifax,Freehold,under 1/2 acre,1997,,1 day,,2168,"Range - Electric, Dishwasher, Dryer - Electric, Washer, Refrigerator",Poured Concrete,Semi-detached,,Full (Finished)
Mar-22,869900,1762 Preston Street,"Halifax, Nova Scotia B3H3V6",B3H3V6,4,4,2,Single Family,House,2,Halifax,Freehold,under 1/2 acre,1925,"Garage, Detached Garage",1 day,,2262,"Stove, Dishwasher, Dryer, Washer, Freezer, Microwave, Refrigerator",Poured Concrete,Detached,,
Mar-22,299900,65 Howard Avenue,"Eastern Passage, Nova Scotia A1A1A1",A1A1A1,3,3,1,Single Family,House,2,Eastern Passage,Freehold,under 1/2 acre,,"Garage, Detached Garage",1 day,,1344,"Stove, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Unfinished)
Mar-22,446000,2196 Old Sambro Road,"Williamswood, Nova Scotia B3V1C3",B3V1C3,3,3,2,Single Family,House,1,Williamswood,Freehold,1 - 3 acres,2019,,1 day,,1784,"Range - Electric, Dishwasher, Dryer - Electric, Washer, Refrigerator, Hot Tub",Concrete Slab,Detached,,None
Mar-22,525000,75 Mayflower Avenue,"Beaver Bank, Nova Scotia B4G1C1",B4G1C1,3,3,4,Single Family,House,2,Beaver Bank,Freehold,1/2 - 1 acre,2005,,1 day,"Jul 25, 2014 Sold $272,500",2594,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,
Mar-22,639900,134 Ritson Avenue,"Cambridge, Nova Scotia B0P1G0",B0P1G0,3,3,2,Single Family,House,2,Cambridge,Freehold,1/2 - 1 acre,2001,"Garage, Attached Garage",1 day,,3632,"Range - Electric, Dishwasher, Dryer - Electric, Washer, Microwave, Refrigerator, Central Vacuum",Poured Concrete,Detached,Cape Cod,Full (Partially finished)
Mar-22,750000,9 Viridian Drive,"Dartmouth, Nova Scotia B3A0B7",B3A0B7,2,4,4,Single Family,House,1,Dartmouth,Freehold,under 1/2 acre,2014,"Garage, Attached Garage",1 day,"Apr 15, 2014 Sold $444,433",2494,"Range, Dishwasher, Dryer, Washer, Microwave, Refrigerator, Central Vacuum",Poured Concrete,Detached,Character,
Mar-22,244900,4821 Hwy 316 Lower South River Highway,"Lower South River, Nova Scotia B2G2L4",B2G2L4,2,2,1,Single Family,House,1,Lower South River,Freehold,under 1/2 acre,1963,Gravel,1 day,"Nov 9, 2018 Sold $139,950",1536,,Poured Concrete,Detached,Character,
Mar-22,89900,3 Orion Avenue,"New Glasgow, Nova Scotia B2H3K2",B2H3K2,2,2,1,Single Family,House,2,New Glasgow,Freehold,under 1/2 acre,,Gravel,1 day,,825,"Range - Electric, Dryer, Washer, Refrigerator",Concrete Block,Detached,Character,Crawl space
Mar-22,790000,1741 West Sable Road,"Louis Head, Nova Scotia B0T1V0",B0T1V0,2,2,2,Single Family,House,2,Louis Head,Freehold,10 - 49 acres,,"Garage, Detached Garage, Gravel",1 day,"Oct 20, 2014 Sold $165,000",1780,"Range, Dishwasher, Dryer, Washer, Freezer - Stand Up, Refrigerator",Stone,Detached,,Crawl space
Mar-22,450000,24 Hollyoake Lane,"Dartmouth, Nova Scotia B2V1L7",B2V1L7,4,4,2,Single Family,House,2,Dartmouth,Freehold,under 1/2 acre,1976,"Garage, Attached Garage",1 day,,1982,,Poured Concrete,Detached,,
Mar-22,499900,17 Azita Court,"Bedford, Nova Scotia B4A3Y6",B4A3Y6,3,3,3,Single Family,House,2,Bedford,Freehold,under 1/2 acre,1996,"Garage, Attached Garage",1 day,,1902,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Semi-detached,3 Level,
Mar-22,499900,235 Mallard Drive,"Hubley, Nova Scotia B3Z4L4",B3Z4L4,3,3,2,Single Family,House,1,Hubley,Freehold,under 1/2 acre,1980,Gravel,1 day,"May 3, 2021 Sold $420,000",1795,,Poured Concrete,Detached,Character,
Mar-22,798000,680 New Ross Road,"Leminster, Nova Scotia B0N2T0",B0N2T0,3,3,2,Single Family,House,2,Leminster,Freehold,50 - 100 acres,1922,Gravel,1 day,,1400,"Central Vacuum, Stove, Dishwasher, Dryer, Washer, Refrigerator","Poured Concrete, Stone",Detached,,Crawl space
Mar-22,599000,44 Laurel Street,"Kingston, Nova Scotia B0P1R0",B0P1R0,4,5,6,Single Family,House,2,Kingston,Freehold,under 1/2 acre,2007,"Garage, Detached Garage",1 day,"Feb 5, 2019 Sold $435,000",4064,"Central Vacuum, Cooktop - Propane, Dishwasher, Dryer, Washer, Freezer - Stand Up",Poured Concrete,Detached,,Full (Finished)
Mar-22,320000,30 Crescent Drive,"Truro, Nova Scotia B2N1N6",B2N1N6,3,3,2,Single Family,House,2,Truro,Freehold,under 1/2 acre,1955,,1 day,"Jul 21, 2011 Sold $139,000",1704,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,
Mar-22,749000,170 Ochterloney Street,"Dartmouth, Nova Scotia B2Y1E1",B2Y1E1,5,5,2,Single Family,House,2,Dartmouth,Freehold,under 1/2 acre,,Parking Space(s),1 day,,1500,"Stove, Microwave, Refrigerator",Poured Concrete,Detached,,
Mar-22,519000,270 Granite Cove Drive,"Hubley, Nova Scotia B3Z4N8",B3Z4N8,3,3,4,Single Family,House,2,Hubley,Freehold,1/2 - 1 acre,2008,"Garage, Detached Garage, Gravel",1 day,"Jul 26, 2011 Sold $300,000",2618,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,Detached,,
Mar-22,199900,1299 King Street,"Bridgewater, Nova Scotia B4V1C3",B4V1C3,3,3,2,Single Family,House,2,Bridgewater,Freehold,under 1/2 acre,,,1 day,,1186,"Range, Refrigerator",Poured Concrete,Detached,,Full (Unfinished)
Mar-22,839900,325 Marketway Lane,"Timberlea, Nova Scotia B3T0K9",B3T0K9,3,3,4,Single Family,House,2,Timberlea,Freehold,under 1/2 acre,,"Garage, Attached Garage",1 day,,2319,None,Poured Concrete,Detached,,
Mar-22,369900,151 Balsam Circle,"Lower Sackville, Nova Scotia B4C1B2",B4C1B2,3,3,2,Single Family,House,1,Lower Sackville,Freehold,under 1/2 acre,1973,,1 day,"Jan 4, 2017 Sold $175,000",2050,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,Detached,Character,Full (Finished)
Mar-22,779000,29 Larkview Terrace,"West Bedford, Nova Scotia B4B1G9",B4B1G9,3,4,4,Single Family,House,2,West Bedford,Freehold,under 1/2 acre,2015,"Garage, Attached Garage",1 day,"Oct 1, 2015 Sold $394,900",2892,"Range, Stove, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,
Mar-22,1285900,210 Azure Court,"Middle Sackville, Nova Scotia B0N1Z0",B0N1Z0,4,5,4,Single Family,House,2,Middle Sackville,Freehold,1 - 3 acres,,"Garage, Attached Garage, Gravel",1 day,,3879,"Range - Electric, Dishwasher, Dryer, Washer, Refrigerator, Wine Fridge",Poured Concrete,Detached,,
Mar-22,749000,49 Equine Court,"Hammonds Plains, Nova Scotia B4B2B1",B4B2B1,4,4,4,Single Family,House,2,Hammonds Plains,Freehold,1 - 3 acres,2006,"Garage, Attached Garage",1 day,,3845,,Poured Concrete,Detached,,
Mar-22,300000,41 Braemount Drive,"Clayton Park, Nova Scotia B3M3P3",B3M3P3,3,3,3,Single Family,Row / Townhouse,2,Clayton Park,Condominium/Strata,under 1/2 acre,1979,,1 day,"Apr 27, 2018 Sold $208,000",1798,,Poured Concrete,,2 Level,
Mar-22,1200000,224 Partridge Lane,"Mount Uniacke, Nova Scotia B0N1Z0",B0N1Z0,1,3,3,Single Family,House,1,Mount Uniacke,Freehold,1 - 3 acres,2011,"Garage, Attached Garage, Gravel",1 day,,3314,"Gas stove(s), Dishwasher, Dryer - Electric, Washer, Microwave, Refrigerator, Central Vacuum",Poured Concrete,Detached,Character,
Mar-22,475000,20 Parmbelle Lane,"Halifax, Nova Scotia B3M1N3",B3M1N3,3,5,4,Single Family,House,1,Halifax,Freehold,under 1/2 acre,1975,"Garage, Attached Garage",1 day,,2826,,Poured Concrete,Detached,,
Mar-22,350000,954 Parkview Drive,"Centreville, Nova Scotia B0P1J0",B0P1J0,2,4,2,Single Family,House,1,Centreville,Freehold,under 1/2 acre,1988,Gravel,1 day,,2106,,Poured Concrete,Detached,,Full (Finished)
Mar-22,729900,404 5839 Cunard Street,"Halifax, Nova Scotia B3K0B9",B3K0B9,2,2,2,Single Family,Apartment,1,Halifax,Condominium/Strata,under 1/2 acre,2007,"Garage, Underground",1 day,,1281,,Poured Concrete,,,None
Mar-22,699900,10247 St Margarets Bay Road,"Hubbards, Nova Scotia B0J1T0",B0J1T0,4,4,3,Single Family,House,3,Hubbards,Freehold,1 - 3 acres,2020,Gravel,1 day,"Jun 21, 2018 Sold $74,900",2717,"Cooktop - Propane, Oven - Electric, Dryer - Electric, Washer, Refrigerator",Poured Concrete,Detached,,
Mar-22,699000,36 Gow Drive,"Bridgewater, Nova Scotia B4V9B8",B4V9B8,3,3,2,Single Family,House,2,Bridgewater,Freehold,under 1/2 acre,,"Garage, Attached Garage, Parking Space(s)",1 day,,2820,"Cooktop - Propane, Oven - Electric, Dishwasher, Refrigerator, Gas stove(s)","Poured Concrete, Concrete Slab",Detached,,None
Mar-22,1195000,1821 Vernon Street,"Halifax, Nova Scotia B3H3N6",B3H3N6,5,5,3,Single Family,House,3,Halifax,Freehold,under 1/2 acre,1918,,1 day,,2682,"Stove, Dishwasher, Dryer, Washer, Freezer, Microwave, Refrigerator",Poured Concrete,Detached,3 Level,Full
Mar-22,365000,17 Vicky Crescent,"Eastern Passage, Nova Scotia B3G1T1",B3G1T1,0,3,2,Single Family,House,1,Eastern Passage,Freehold,under 1/2 acre,,,1 day,"Oct 15, 2010 Sold $190,900",1458,"Stove, Dishwasher, Dryer, Washer, Refrigerator, Central Vacuum",Poured Concrete,Detached,,
Mar-22,499000,2115 Angell Street,"Westville, Nova Scotia B0K2A0",B0K2A0,3,3,3,Single Family,House,2,Westville,Freehold,1/2 - 1 acre,2011,"Garage, Detached Garage",1 day,"May 6, 2016 Sold $295,000",1630,"Range, Dishwasher, Dryer, Washer, Refrigerator, Wine Fridge",Poured Concrete,Detached,,
Mar-22,699900,215 Oleary Drive,"Beaver Bank, Nova Scotia B4E3L5",B4E3L5,3,3,3,Single Family,House,2,Beaver Bank,Freehold,1 - 3 acres,2004,"Garage, Attached Garage",2 days,,1856,"Range, Stove, Dishwasher, Dryer, Washer, Microwave, Central Vacuum",Poured Concrete,Detached,Cape Cod,Full (Partially finished)
Mar-22,800000,36 Heddas Way,"Fall River, Nova Scotia B2T0J3",B2T0J3,3,4,4,Single Family,House,2,Fall River,Freehold,1 - 3 acres,2010,"Garage, Attached Garage, Detached Garage",2 days,"Sep 16, 2011 Sold $447,800",3278,Central Vacuum,Poured Concrete,Detached,,Full (Finished)
Mar-22,700000,51 Tamarack Drive,"Fall River, Nova Scotia B2T1E8",B2T1E8,3,4,3,Single Family,House,1,Fall River,Freehold,1 - 3 acres,1999,"Garage, Gravel",2 days,,3653,,Poured Concrete,Detached,Character,Full (Finished)
Mar-22,475000,12 Ingram Drive,"Fall River, Nova Scotia B2T1E7",B2T1E7,3,4,1,Single Family,House,1,Fall River,Freehold,under 1/2 acre,1979,"Garage, Detached Garage",1 day,,2038,,Poured Concrete,Detached,Chalet,Full (Finished)
Mar-22,849900,403 1990 Vernon Street,"Halifax, Nova Scotia B3H0B8",B3H0B8,2,2,2,Single Family,Apartment,1,Halifax,Condominium/Strata,under 1/2 acre,2018,"Garage, Underground, Other",2 days,,1425,"Range, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,,,Unknown
Mar-22,619000,41 Walton Drive,"Halifax, Nova Scotia B3N1X6",B3N1X6,2,2,1,Single Family,House,1,Halifax,Freehold,under 1/2 acre,1953,Garage,2 days,"Jun 28, 2018 Sold $459,900",1592,"Range, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,
Mar-22,549900,55 Mica Crescent,"Halifax, Nova Scotia B3P0G7",B3P0G7,3,3,4,Single Family,House,2,Halifax,Freehold,under 1/2 acre,2018,"Garage, Attached Garage",2 days,,1905,"Barbeque, Range - Electric, Dishwasher, Dryer - Electric, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,Detached,3 Level,Full (Finished)
Mar-22,425000,33 Fiddlers Green,"Cole Harbour, Nova Scotia B2V1Y9",B2V1Y9,3,4,3,Single Family,House,1,Cole Harbour,Freehold,under 1/2 acre,1983,"Garage, Attached Garage",2 days,"Jan 1, 1900 Sold $380,000",2289,"Stove, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,Detached,,Full (Finished)
Mar-22,439000,271 Green Street,"Lunenburg, Nova Scotia B0J2C0",B0J2C0,3,3,1,Single Family,House,2,Lunenburg,Freehold,1/2 - 1 acre,1855,Gravel,2 days,"Jun 29, 2011 Sold $165,000",1371,"Barbeque, Range - Electric, Dishwasher, Dryer, Washer, Refrigerator",Stone,Detached,,Full (Unfinished)
Mar-22,799900,76 Harvest Lane,"Upper Tantallon, Nova Scotia B3Z1L3",B3Z1L3,3,4,4,Single Family,House,2,Upper Tantallon,Freehold,1/2 - 1 acre,2014,"Garage, Attached Garage",2 days,,3500,"Range, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,Detached,,Full (Partially finished)
Mar-22,525000,27 Pond Drive,"Nictaux, Nova Scotia B0S1P0",B0S1P0,4,4,3,Single Family,House,2,Nictaux,Freehold,1/2 - 1 acre,1974,"Garage, Detached Garage",2 days,"Aug 15, 2016 Sold $297,000",2448,,Poured Concrete,Detached,,Full (Partially finished)
Mar-22,489900,17 Jullin Court,"Hammonds Plains, Nova Scotia B4B1M2",B4B1M2,3,3,3,Single Family,House,2,Hammonds Plains,Freehold,1 - 3 acres,1996,"Garage, Gravel",2 days,"Mar 12, 2018 Sold $293,750",1728,"Central Vacuum, Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,
Mar-22,169000,3 Heather Street,"Middle Sackville, Nova Scotia B4C1C9",B4C1C9,3,3,1,Single Family,Mobile Home,1,Middle Sackville,Leasehold,under 1/2 acre,2006,,2 days,,896,"Stove, Dryer, Washer, Refrigerator",,,Mini,None
Mar-22,749900,161 Eaglewood Drive,"Bedford, Nova Scotia B4A3B6",B4A3B6,4,4,3,Single Family,House,2,Bedford,Freehold,under 1/2 acre,1984,"Garage, Attached Garage",2 days,,2741,"Range - Electric, Dishwasher, Dryer - Electric, Washer, Microwave, Refrigerator",Poured Concrete,Detached,,
